gvkey,year,name,ebit,mkvalt,sic,capx,ni,ibc,dp,at,dltt,dlc,seq,xrd,icapt,sale,sic2
23400,2019,IQ HEDGE EVENT-DRIVEN TRAKR,,,6722,,,,,,,,,,,,67
23401,2019,IQ HEDGE LONG/SHORT TRACKER,,,6722,,,,,,,,,,,,67
23402,2019,HARTFORD MULTI GLO SM CP ETF,,,6722,,,,,,,,,,,,67
23404,2019,UPD HOLDING CORP,-0.123,6.8404,2834,0,-2.5,-2.5,0,0.082,0,0.641,-0.885,,-0.885,0.014,28
23407,2019,BLUEPRINT MEDICINES CORP,-361.326,3947.1799,2836,14.013,-347.694,-347.694,5.259,707.694,89.126,6.823,464.359,331.45,553.485,66.512,28
23408,2019,HARVEST US EQUITY PL IN ETF,,,6726,,,,,,,,,,,,67
23422,2019,RITTER PHARMACEUTICALS INC,-10.844,3.2273,2836,0.002,-10.133,-10.133,0.006,2.797,0,0.1,1.1,6.127,1.1,0,28
23432,2019,VIRTU FINANCIAL INC,286.609,1890.9294,6211,57.812,-58.595,-103.705,136.239,9609.37,2296.601,3046.517,931.374,,3525.537,1530.082,62
23432,2019,VIRTU FINANCIAL INC,,1890.9294,6211,,,,136.239,9609.37,2296.601,207.817,931.374,,3525.537,,62
23433,2019,BLACK STONE MINERALS LP,235.172,2619.8112,1311,111.301,214.368,214.368,110.701,1545.208,394,0,1096.804,,1490.804,487.821,13
23449,2019,ECOLOMONDO CORP,-1.412,53.193,3559,3.388,-1.118,-1.118,0.746,14.759,5.037,0.07,1.756,1.159,6.793,0.001,35
23450,2019,NORTHRIM BANCORP INC,40.974,251.2097,6020,2.318,20.691,20.691,4.065,1643.996,33.243,0.187,207.117,,240.36,107.429,60
23450,2019,NORTHRIM BANCORP INC,,251.2097,6020,,,,4.065,1643.996,33.243,0.187,207.117,,240.36,,60
23464,2019,OPTIMIZERX CORP,-2.894,149.9523,7370,0.088,-3.143,-3.143,1.175,56.639,0.449,0.116,44.862,1.604,45.311,24.598,73
23465,2019,LOUISVILLE GAS AND ELECTRIC,393,,4931,482,232,232,231,7133,2020,244,2762,,4782,1500,49
23481,2019,SPROTT JUNIOR GOLD MINRS ETF,,,6722,,,,,,,,,,,,67
23485,2019,COVANTA HOLDING CORP,92,1944.04,4950,158,10,10,223,3715,2537,31,376,,2913,1870,49
23500,2019,CATHAY GENERAL BANCORP,457.484,3033.6885,6020,7.133,279.135,279.135,6.756,18094.144,404.031,475.683,2294.283,,2698.314,814.018,60
23500,2019,CATHAY GENERAL BANCORP,,3033.6885,6020,,,,6.756,18094.144,404.031,475.683,2294.283,,2698.314,,60
23537,2019,CONSOL COAL RESOURCES LP,46.276,259.7502,1220,37.177,45.551,45.551,45.807,496.094,194.077,10.005,211.861,,405.938,327.049,12
23540,2019,HORIZON GLOBAL CORP,-39.39,88.6006,3714,9.72,80.75,-110.01,21.69,421.04,253.12,14.19,12.34,13.2,261.72,690.45,37
23546,2019,CERIDIAN HCM HOLDING,88.8,9800.9896,7370,55.2,78.7,78.7,57.1,6085.7,696.4,19.6,1882.3,34.1,2578.7,824.1,73
23552,2019,PROFESSIONAL HOLDING CORP,7.532,111.473,6020,2.327,2.336,2.336,1.369,1053.141,30,34.999,79.302,,109.302,42.018,60
23552,2019,PROFESSIONAL HOLDING CORP,,111.473,6020,,,,1.369,1053.141,30,34.999,79.302,,109.302,,60
23554,2019,BAKER BOYER BANCORP,,90.7015,6020,,,,0.963,608.064,0,10.665,59.019,,59.019,,60
23554,2019,BAKER BOYER BANCORP,14.539,90.7015,6020,4.487,7.117,7.117,0.963,608.064,0,10.665,59.019,,59.019,35.945,60
23555,2019,COLLEGIUM PHARMACEUTICAL INC,-23.748,693.1138,2834,6.438,-22.722,-22.722,15.483,306.302,17.105,4.489,87.432,10.34,104.537,296.701,28
23556,2019,COMMUNITY HEALTHCARE TRUST,19.169,917.6755,6798,0,8.376,8.376,,562.531,194.343,0,353.411,0,547.754,61.286,67
23557,2019,DAVIDSTEA INC,-26.63,,5400,1.032,-31.197,-31.197,19.396,139.659,72.23,16.434,23.349,0,95.579,196.462,54
23561,2019,INFINITY ENERGY RESOURCES,-0.419,0.9603,1311,0.077,1.845,1.845,0,0.002,0,1.104,-13.217,,-13.217,0,13
23574,2019,ADAPTIMMUNE THERAPEUTICS,-139.77,,2836,1.592,-137.165,-137.165,8.01,181.543,22.966,2.493,123.638,97.501,146.604,1.122,28
23587,2019,HAYNES INTERNATIONAL INC,17.716,448.5018,3310,10.041,9.745,9.745,19.126,593.8,7.809,0.17,296.275,3.592,304.084,490.215,33
23593,2019,FLAHERTY & CRUMRINE PFD INCM,,,6726,,,,,,,,,,,,67
23598,2019,INNO TR INNOVATOR IBD 50 ETF,,,6722,,,,,,,,,,,,67
23614,2019,INVESCO S&P 500 EXRT SLV ETF,,,6722,,,,,,,,,,,,67
23615,2019,HORIZONS US 7-10 YR TREAS BD,,,6722,,,,,,,,,,,,67
23623,2019,SANARA MEDTECH INC,-2.74,57.4931,3842,0.183,-2.814,-2.836,0.12,11.117,1.981,0.118,6.614,,8.373,11.767,38
23627,2019,ATYR PHARMA INC,-22.978,16.2296,2836,0.079,-23.603,-23.763,0.635,36.188,2.239,9.492,21.186,14.048,23.265,0.422,28
23635,2019,RECIPE UNLIMITED CORP,87.584,1098.2434,5812,49.04,44.519,43.912,110.132,2264.066,1179.344,121.847,344.986,0,1524.33,1252.451,58
23643,2019,SPDR MSCI USA STRATEGICFACTR,,,6722,,,,,,,,,,,,67
23644,2019,DIREXION DLY CSI 300 CH A BU,,,6722,,,,,,,,,,,,67
23647,2019,TIDEWATER MIDSTREAM INFRASTR,-1.138,394.7299,4923,481.278,-13.993,-15.5,66.542,2029.647,970.284,41.849,448.646,,1422.323,692.268,49
23649,2019,HORIZONS ACTIVE CDN MUN BOND,,,6722,,,,,,,,,,,,67
23650,2019,SHOPIFY INC,-141.147,46289.8418,7370,56.759,-124.842,-124.842,35.651,3489.479,142.641,9.066,3015.734,355.015,3158.375,1578.173,73
23653,2019,TITANIUM TRANSPORTATION GP,4.93,54.537,4210,1.142,1.585,1.585,13.524,135.39,51.919,20.894,40.603,,92.522,167.029,42
23663,2019,ALPHAMARK ACTIVELY MGD SM CP,,,6722,,,,,,,,,,,,67
23667,2019,KONINKLIJKE AHOLD DELHAIZE,2967.051,,5411,2489.001,1981.775,1982.897,3094.98,46559.359,13830.902,3500.088,15803.698,,29634.6,74355.824,54
23671,2019,NOKIA CORP,1213.079,,3663,774.306,7.855,20.199,1862.823,43908.764,5337.101,618.323,17197.45,4949.948,22619.836,26195.11,36
23675,2019,NUVEEN PA QUAL MUN INCM FD,,,6726,,,,,,,,,,,,67
23688,2019,PURPOSE INTL DIVIDEND FD,,,6722,,,,,,,,,,,,67
23695,2019,PURPOSE INTL TACTICAL HDG EQ,,,6722,,,,,,,,,,,,67
23696,2019,GLOBAL X MSCI PAKISTAN ETF,,,6722,,,,,,,,,,,,67
23698,2019,ALTABANCORP,70.167,568.3644,6020,6.791,44.324,44.324,3.396,2406.334,,0,332.362,,,134.23,60
23698,2019,ALTABANCORP,,568.3644,6020,,,,3.396,2406.334,,0,332.362,,,,60
23703,2019,BAOZUN INC -ADR,57.65,,5961,13.107,40.399,40.484,17.101,1019.187,311.631,111.595,368.911,,685,1045.266,59
23705,2019,PAVMED INC,-14.295,48.5748,3841,0.027,-16.457,-17.268,0.014,7.24,0,8.138,-3.824,6.63,-4.638,0,38
23709,2019,JADESTONE ENERGY INC,100.538,733.0584,1311,74.258,52.537,52.537,125.279,979.37,64.672,79.812,292.44,,357.112,422.065,13
23714,2019,COMMUNITY HEALTH SYSTEMS INC,904,341.6867,8062,438,-675,-590,608,15609,13872,156,-2218,0,12233,13210,80
23730,2019,IONIX TECHNOLOGY INC,0.616,202.9253,3577,0.041,0.397,0.397,0.373,17.716,0,2.618,9.336,0.323,9.778,12.348,35
23731,2019,CANARC RESOURCE CORP,-0.947,10.9197,1040,1.173,-1.043,-1.043,0.048,18.314,0.039,0.036,17.921,,17.96,0,10
23753,2019,DORMAN PRODUCTS INC,152.654,2465.2918,3714,29.56,83.762,83.762,27.2,1041.072,29.73,5.348,773.584,21,803.314,991.329,37
23756,2019,ISHARES MSCI USA MULTIFACTOR,,,6722,,,,,,,,,,,,67
23757,2019,ISHARES EDGE MSCI MLT USA SM,,,6722,,,,,,,,,,,,67
23759,2019,ISHARES MSCI INTL SMALL-CAP,,,6722,,,,,,,,,,,,67
23760,2019,ISHARES MSCI GLOBAL MULTIFAC,,,6722,,,,,,,,,,,,67
23763,2019,ISHARES EDGE MSCI MULTI INTL,,,6722,,,,,,,,,,,,67
23766,2019,U S GLOBAL JETS ETF,,,6722,,,,,,,,,,,,67
23768,2019,PICO HOLDINGS INC,11.526,219.9981,6552,0.012,11.526,11.526,0.414,181.089,0,0.166,178.255,,178.255,29.398,65
23768,2019,PICO HOLDINGS INC,,219.9981,6552,,,,0.414,181.089,0,0.166,178.255,,178.255,,65
23790,2019,CRYO-CELL INTERNATIONAL INC,6.652,56.7081,8090,0.663,2.291,2.291,0.401,42.886,5.856,3.1,-6.953,0.03,-1.097,31.817,80
23793,2019,PS BUSINESS PARKS,189.085,4524.1977,6798,0,174.966,203.972,,2046.443,0,0,1745.676,0,1961.811,434.338,67
23793,2019,PS BUSINESS PARKS,,4524.1977,6798,,,,104.249,2046.443,0,0,1745.676,,1961.811,,67
23809,2019,AUTOZONE INC,2209.341,26482.4242,5531,496.05,1617.221,1617.221,369.957,9895.913,5330.003,56.246,-1713.851,0,3616.152,11863.743,55
23810,2019,ION GEOPHYSICAL CORP,-12.577,123.473,1382,31.215,-48.199,-47.214,43.198,233.194,150.185,13.162,-36.82,19.025,115.553,174.679,13
23812,2019,REGENERON PHARMACEUTICALS,2315,41406.808,2834,429.6,2115.8,2115.8,205.2,14805.2,713.9,0,11089.7,3036.6,11803.6,7863.4,28
23818,2019,EVOLENT HEALTH INC,-92.29,765.5305,7372,35.534,-301.971,-305.58,60.913,1498.015,362.525,6.269,922.358,19.8,1291.572,846.383,73
23825,2019,VALDOR TECHNOLOGY INTL INC,-0.384,0.2615,3357,0,0.8,0.816,0,0.073,0,0.503,-1.117,,-1.947,0.258,33
23843,2019,WINGSTOP INC,42.901,2540.0771,5812,22.486,20.476,20.476,5.484,166.113,315.644,5.006,-209.428,0,106.216,199.676,58
23856,2019,FITBIT INC,-270.265,1740.2813,3663,36.531,-320.711,-320.711,62.838,1368.086,67.902,24.895,487.263,300.354,555.165,1434.788,36
23864,2019,EXTERRAN CORP,36.351,258.7032,3533,193.274,-102.377,-108.863,162.557,1418.004,474.545,6.505,409.538,,884.083,1317.44,35
23865,2019,BABCOCK & WILCOX ENTERPRISES,-9.665,168.8014,3510,3.804,-121.974,-129.733,18.705,626.519,38.842,287.238,-296.356,2.861,-256.097,859.111,35
23891,2019,RBC QUANT CDN EQ LEADRS ETF,,,6722,,,,,,,,,,,,67
23893,2019,RBC QUANT EQ LEADRS CAD HDGD,,,6722,,,,,,,,,,,,67
23901,2019,RBC QUANT US EQ LDRS CAD HDG,,,6722,,,,,,,,,,,,67
23923,2019,RBC QUANT US EQ LEADERS ETF,,,6722,,,,,,,,,,,,67
23924,2019,RBC QUANT EAFE EQ LEADRS ETF,,,6722,,,,,,,,,,,,67
23930,2019,CANADIAN CRUDE OIL INDEX ETF,,,6722,,,,,,,,,,,,67
23949,2019,GDI INTEGRATED FACILITY SVCS,39.212,724.165,7340,15.745,6.756,6.756,33.306,637.747,164.724,15.317,260.982,,425.706,1285.102,73
23952,2019,GLOBAL X SCIENTIFIC BETA US,,,6722,,,,,,,,,,,,67
23954,2019,GLOBAL X SCIENTIFIC BETA EUR,,,6722,,,,,,,,,,,,67
23958,2019,GLOBAL X SCI BETA ASIA EX-JP,,,6722,,,,,,,,,,,,67
23959,2019,GLOBAL X SCIENTIFIC BETA JAP,,,6722,,,,,,,,,,,,67
23977,2019,APPLE HOSPITALITY REIT INC,229.266,3637.7738,6798,0,171.917,171.917,,4942.411,1520.815,28.349,3291.013,0,4811.828,1266.597,67
23978,2019,UNITED STATES STEEL CORP,-50,1940.2249,3312,1252,-630,-630,616,11608,3804,74,4092,,7897,12937,33
23980,2019,CATABASIS PHARMACEUTICALS,-27.088,73.4849,2836,0.012,-26.293,-26.293,0.026,41.78,1.028,1.225,35.72,18.317,36.748,0,28
23990,2019,GLAUKOS CORP,-31.847,2369.5539,3841,4.724,15.424,15.424,6.306,818.4,72.63,2.401,673.272,72.053,745.902,236.984,38
23994,2019,NORTH WEST CO INC,117.858,1343.5776,5411,111.305,82.724,86.273,89.222,1215.536,529.043,21.026,413.898,0,956.013,2094.393,54
23996,2019,GLOBAL NET LEASE INC,91.279,1814.2285,6798,0,46.476,46.476,61.912,3701.605,1874.231,18.872,1697.631,0,3584.189,306.214,67
23999,2019,SAMSON OIL & GAS LTD,-5.256,,1311,1.588,-7.148,-7.148,2.543,36.852,0,33.5,-9.831,,-9.831,12.663,13
24005,2019,ABRAXAS PETROLEUM CORP/NV,-25.716,59.1115,1311,108.673,-65.004,-65.004,52.703,354.631,192.921,0.378,103.819,,296.74,129.146,13
24010,2019,AMBASE CORP,-4.991,10.5919,9995,0,-4.926,-4.926,0,13.625,0,0,13.211,,13.211,0,99
24040,2019,IONIS PHARMACEUTICALS INC,365.883,8477.9394,2834,30.905,294.146,303.262,14.452,3233.112,785.5,2.026,1471.094,382.488,2470.047,1122.599,28
24071,2019,APPFOLIO INC,6.752,3754.3527,7370,8.084,36.282,36.282,22.395,260.102,80.687,4.034,131.95,39.508,212.637,256.012,73
24073,2019,GREEN PLAINS PARTNERS LP,49.233,320.085,4610,0.305,41.479,41.479,3.609,105.653,23.088,145.193,-75.747,,-52.659,82.387,46
24076,2019,OLLIE'S BARGAIN OUTLET HLDGS,170.826,3342.2626,5331,76.979,141.13,141.13,17.543,1596.247,300.27,53.824,1058.885,0,1359.155,1408.199,53
24084,2019,CONFORMIS INC,-25.129,105.6405,3842,2.926,-28.478,-28.478,4.237,72.396,24.694,1.469,16.347,12.457,41.041,77.429,38
24089,2019,HARVEST TECH ACH GT & IN ETF,,,6726,,,,,,,,,,,,67
24096,2019,APEX GLOBAL BRANDS INC,5.587,3.7972,6794,0.224,-11.5,-11.5,1.167,82.922,1.389,56.338,5.347,,6.736,21.041,67
24097,2019,TAUTACHROME INC,-1.172,40.3013,7372,0,-3.391,-3.391,0,0.032,0.243,1.078,-4.572,,-4.329,0,73
24099,2019,LIFETIME BRANDS INC,32.521,147.7292,3420,9.169,-44.415,-44.415,25.115,770.023,399.283,19.074,236.317,,635.6,734.902,34
24116,2019,FIRSTSERVICE CORP,147.499,3860.7878,6531,46.628,-251.61,-227.631,79.557,1955.469,872.325,36.167,425.887,,1472.874,2407.41,65
24120,2019,DIREXION DLY S&P BIOTEC BU3X,,,6722,,,,,,,,,,,,67
24124,2019,DIREXION DLY S&P BIOTEC BE3X,,,6722,,,,,,,,,,,,67
24126,2019,DIREXION DL S&P OIL & GAS 2X,,,6722,,,,,,,,,,,,67
24127,2019,DIREXION DY S&P OIL & GAS 2X,,,6722,,,,,,,,,,,,67
24131,2019,SPINDLETOP OIL & GAS CO,-1.017,15.7992,1311,0.27,-0.646,-0.646,0.576,23.898,0,0,16.485,,16.485,5.319,13
24135,2019,ALARM.COM HOLDINGS INC,50.497,2092.682,7370,19.324,53.531,53.33,22.834,557.799,100.199,7.683,355.651,114.443,467.06,502.363,73
24136,2019,GLOBAL X FND GBL X YLD & RNW,,,6722,,,,,,,,,,,,67
24142,2019,URBAN TEA INC,-2.037,16.6243,5411,0.96,27.555,-0.933,0.029,10.847,0,0,9.152,,9.152,0.402,54
24157,2019,FIRSTCASH INC,258.57,3412.9873,5900,118.972,164.618,164.618,41.904,2439.44,825.072,86.466,1350.035,0,2175.107,1864.439,59
24171,2019,DESIGNER BRANDS INC,142.643,1021.9478,5661,77.82,94.497,94.497,86.649,2465.07,1036.584,186.695,720.914,0,1757.498,3492.687,56
24176,2019,NATERA INC,-130.675,2627.9885,8071,4.968,-124.827,-124.827,7.73,582.656,99.953,55.862,278.711,51.357,378.664,302.328,80
24177,2019,SERES THERAPEUTICS INC,-70.384,241.9934,2836,1.002,-70.279,-70.279,7.603,132.44,40.324,4.456,-48.324,80.141,-8,34.505,28
24197,2019,IDEXX LABS INC,566.246,22319.0422,2835,154.969,427.72,427.792,87.895,1832.475,766.382,304.046,177.473,133.193,944.207,2406.908,28
24199,2019,AMERI HOLDINGS INC,-6.325,5.6997,7370,0.084,-5.604,-5.604,2.265,25.005,0,4.881,10.622,,10.622,39.915,73
24204,2019,INSIGNIA SYSTEMS INC,-3.615,8.8152,7310,0.398,-5.021,-5.021,1.644,16.99,0.056,0.212,11.794,,11.85,21.954,73
24216,2019,AES CORP (THE),2153,13212.6647,4991,2405,303,477,1022,33648,18566,1889,2996,,24683,10189,49
24228,2019,PACER TRNDPILOT US L CAP ETF,,,6726,,,,,,,,,,,,67
24229,2019,PACER TRNDPILOT US M CAP ETF,,,6726,,,,,,,,,,,,67
24231,2019,PACER TRENDPILOT 100 ETF,,,6726,,,,,,,,,,,,67
24232,2019,HANCOCK WHITNEY CORP,,3840.1582,6020,,,,51.746,30600.757,365.593,2714.872,3467.685,,3833.278,,60
24232,2019,HANCOCK WHITNEY CORP,611.432,3840.1582,6020,42.716,327.38,327.38,51.746,30600.757,365.593,2714.872,3467.685,,3833.278,1441.689,60
24233,2019,STATE AUTO FINANCIAL CORP,111.9,1349.37,6331,,87.4,87.4,9.4,2985.4,122,0,959.9,,1081.9,1410,63
24233,2019,STATE AUTO FINANCIAL CORP,,1349.37,6331,,,,9.4,2985.4,122,0,959.9,,1081.9,,63
24234,2019,IMEDIA BRANDS INC,-34.622,29.9592,5961,7.146,-56.296,-56.296,12.014,212.743,66.441,3.498,18.694,,85.135,501.822,59
24235,2019,ISHARES CONVERTIBLE BOND ETF,,,6726,,,,,,,,,,,,67
24236,2019,PACER US EXPORT LEADERS ETF,,,6722,,,,,,,,,,,,67
24249,2019,TELADOC HEALTH INC,-73.822,6091.6346,8090,3.51,-98.864,-98.864,38.952,1602.827,465.404,5.088,1014.025,64.644,1479.429,553.307,80
24287,2019,AMBAC FINANCIAL GROUP INC,,982.6214,6351,,,,295,13320,6844,531,1477,,8413,,63
24287,2019,AMBAC FINANCIAL GROUP INC,-46.225,982.6214,6351,0,-216,-216,295,13320,6873,531,1477,,8409,363.775,63
24291,2019,DINE BRANDS GLOBAL INC,208.416,1379.9174,6794,19.424,104.346,104.346,42.493,2049.511,1762.348,86.484,-241.774,0,1520.574,910.178,67
24293,2019,KAISER ALUMINUM CORP,151.8,1759.6025,3350,60.2,62,62,49.1,1526.2,523.2,5.1,733.9,10.5,1257.1,1514.1,33
24302,2019,ALKERMES PLC,-75.484,3218.6916,2834,90.942,-196.62,-196.62,80.413,1805.403,279.637,11.309,1085.442,599.427,1365.079,1170.947,28
24316,2019,MONSTER BEVERAGE CORP,1418.439,34107.1579,2086,101.661,1107.835,1107.835,60.727,5150.352,25.651,4.297,4171.281,,4196.932,4200.819,20
24330,2019,SERITAGE GROWTH PROPERTIES,-66.992,1478.8318,6798,0,-59.397,-90.603,,2750.612,1606.155,0,731.419,0,2649.525,157.463,67
24344,2019,VERTEX PHARMACEUTICALS INC,1427.025,56706.5174,2834,75.451,1176.81,1176.81,106.941,8318.465,622.868,50.299,6085.244,1754.54,6708.112,4162.821,28
24351,2019,LINDBLAD EXPEDITIONS HLDGS,33.198,811.3851,4700,96.002,16.353,18.748,25.769,548.658,218.572,5.86,123.25,,357.934,343.091,47
24352,2019,PROGRESS SOFTWARE CORP,72.169,1891.9624,7372,3.998,26.4,26.4,55.691,881.271,284.002,10.717,330.282,88.572,614.284,413.298,73
24368,2019,RETAIL HOLDINGS NV,0.161,10.5555,5700,1.139,24.129,-0.716,0.893,41.827,0.377,1.999,12.458,,26.357,68.814,57
24370,2019,CAMECO CORP,73.491,4567.5089,1090,75.211,74,73.941,296.538,7427.248,996.718,0,4994.725,6.058,5991.681,1862.925,10
24379,2019,MGIC INVESTMENT CORP/WI,900.633,4921.3544,6351,5.636,673.763,673.763,6.5,6229.571,832.739,0,4309.234,,5141.973,1213.977,63
24379,2019,MGIC INVESTMENT CORP/WI,,4921.3544,6351,,,,6.5,6229.571,832.739,0,4309.234,,5141.973,,63
24396,2019,TIVITY HEALTH INC,166.181,979.7542,8090,24.713,-286.821,-286.821,50.775,1625.905,1079.528,13.755,226.91,,1306.438,1131.157,80
24405,2019,ZEBRA TECHNOLOGIES CP  -CL A,730,13794.5263,3577,61,544,544,175,4711,1180,226,1839,447,3019,4485,35
24415,2019,BMC STOCK HOLDINGS INC,169.762,1915.8608,5211,89.392,109.845,109.845,72.153,1906.101,473.823,31.724,981.512,0,1455.335,3626.593,52
24421,2019,BOXLIGHT CORP,-8.059,12.9859,3861,0.003,-9.402,-9.402,0.909,20.469,1.309,4.905,-0.648,1.229,0.661,33.03,38
24422,2019,AQUA METALS INC,-40.794,43.8059,4953,12.802,-44.795,-44.795,4.127,69.454,9.265,0.848,49.589,1.555,58.854,4.874,49
24428,2019,ADDVANTAGE TECHNOLOGIES GP,-3.476,20.722,5065,0.602,-5.302,-4.035,1.453,36.828,0,0,29.446,,29.446,55.118,50
24430,2019,EZCORP INC  -CL A,53.508,358.4784,5900,38.839,2.541,1.768,28.797,1083.702,238.38,0.214,744.949,0,983.329,847.229,59
24440,2019,PROASSURANCE CORP,2.472,1944.0429,6331,9.586,1.004,5.583,7.1,4805.599,306.369,1.503,1511.913,,1818.282,1009.895,63
24440,2019,PROASSURANCE CORP,,1944.0429,6331,,,,7.1,4805.599,306.369,1.503,1511.913,,1818.282,,63
24447,2019,BOK FINANCIAL CORP,896.993,6168.692,6020,,500.758,500.685,95.416,42172.021,285.586,8335.742,4855.795,,5149.505,2226.328,60
24447,2019,BOK FINANCIAL CORP,,6168.692,6020,,,,95.416,42172.021,285.586,8335.742,4855.795,,5149.505,,60
24458,2019,SEASPINE HOLDINGS CORP,-34.492,229.6792,3842,12.834,-39.276,-39.276,10.347,141.718,0,0,109.76,15.125,109.76,159.083,38
24466,2019,IBERIABANK CORP,646.543,3922.5886,6020,35,384.155,384.155,44.164,31713.45,900.082,786.579,4336.734,,5236.816,1544.368,60
24466,2019,IBERIABANK CORP,,3922.5886,6020,,,,44.164,31713.45,900.082,786.579,4336.734,,5236.816,,60
24468,2019,BIOGEN INC,7503.4,51690.366,2836,514.5,5888.5,5888.5,464.6,27234.3,4871.7,1569.4,13343.2,2496.5,18210.8,14377.9,28
24475,2019,ISIGN SOLUTIONS INC,-0.718,2.592,7372,0.009,-1.086,-1.086,0.003,0.121,0,2.246,-5.291,0.63,-5.291,0.844,73
24481,2019,MADISON SQUARE GARDEN SPORTS,-18.72,6651.0945,7900,188.834,11.427,-3.117,119.193,3763.551,48.556,6.042,2620.5,,2754.943,1631.068,79
24501,2019,RAPID7 INC,-45.481,2796.0142,7372,29.428,-53.845,-53.845,16.528,664.913,257.494,7.179,83.168,79.364,340.662,326.947,73
24502,2019,DIREXION DLY CSI 300 CH BE 1,,,6722,,,,,,,,,,,,67
24506,2019,PULMATRIX INC,-13.424,17.1957,2836,0.058,-20.596,-20.596,0.182,36.098,0,0.675,11.019,12.845,11.019,7.91,28
24508,2019,OOMA INC,-15.72,285.1311,4813,3.273,-18.801,-18.801,3.748,80.611,5.15,3.263,28.415,37.77,33.565,151.593,48
24515,2019,VTV THERAPEUTICS INC,-20.892,69.5623,2836,0.07,-13.044,-21.938,0.039,9.266,0.831,6.282,-49.023,15.119,-8.009,2.764,28
24523,2019,CHIASMA INC,-37.579,208.7069,2836,0.307,-36.32,-36.32,0.055,98.826,1.036,1.303,85.769,22.457,86.805,0,28
24525,2019,JUPAI HOLDINGS LTD -ADR,-24.142,,6282,1.896,-23.652,-24.768,3.749,222.569,4.096,0,170.553,,176.265,112.875,62
24529,2019,ISHARES EDGE MSCI INTL SIZE,,,6722,,,,,,,,,,,,67
24533,2019,NATIONAL HEALTH INVESTORS,,3632.9488,6798,,,,76.816,3042.235,1439.235,1.23,1497.631,,2937.487,,67
24533,2019,NATIONAL HEALTH INVESTORS,217.571,3632.9488,6798,0,160.456,160.449,,3042.235,1439.235,1.23,1497.631,0,2937.487,318.081,67
24546,2019,ISHARES EDGE MSCI INTL VALUE,,,6722,,,,,,,,,,,,67
24552,2019,DASEKE INC,3.9,204.1012,4213,22,-307.4,-307.4,146.5,1140.6,711.1,86.7,138.7,,849.8,1737,42
24554,2019,NUVEEN MICH QUAL MUN INCM,,,6726,,,,,,,,,,,,67
24555,2019,NUVEEN OH QUAL MUN INCM FD,,,6726,,,,,,,,,,,,67
24559,2019,NUVEEN TEX QL MUN INCM FD,,,6726,,,,,,,,,,,,67
24578,2019,SWEDBANK AB,3514.891,,6020,23.978,2108.443,,,257785.997,96178.15,11135.879,14837.134,,111017.96,5923.914,60
24578,2019,SWEDBANK AB,,,6020,,,,,257785.997,96178.15,11135.879,14837.134,,111017.96,,60
24598,2019,BIOCARDIA INC,-14.213,25.116,2836,0.146,-14.709,-14.709,0.111,7.678,0.614,0.528,2.37,8.562,2.984,0.71,28
24599,2019,AEGLEA BIOTHERAPEUTICS INC,-80.334,222.2018,2836,1.492,-78.254,-78.254,0.418,83.183,4.743,0.379,60.081,64.6,64.824,0,28
24610,2019,WIRELESS TELECOM GROUP INC,-0.384,30.459,3663,0.392,-0.414,-0.414,1.861,42.351,1.018,3.136,32.691,5.917,33.709,48.921,36
24611,2019,SPX FLOW INC,153.2,2080.2493,3561,28.5,-95.1,56.6,38.3,2437.4,734.1,36.2,882.7,18.5,1627.5,1506.6,35
24616,2019,PAYPAL HOLDINGS INC,2793,126883.41,7374,704,2459,2459,912,51333,5368,104,16885,1100,22297,17772,73
24617,2019,OLD DOMINION FREIGHT,818.706,15123.1886,4213,479.325,615.518,615.518,253.681,3995.568,101.085,10.4,3080.717,,3181.802,4109.111,42
24620,2019,RYMAN HOSPITALITY PPTYS INC,278.19,4703.7315,6798,0,145.794,128.294,,4088.468,2666.299,0,644.729,0,3532.539,1615.225,67
24625,2019,TOTAL SE,15603,,2911,11810,11267,11438,16385,273294,47773,14819,116778,968,167078,176249,29
24627,2019,DUNDEE CORP,-45.492,122.6807,6500,,-15.322,-19.408,7.382,679.762,59.549,0,567.079,,644.976,24.936,65
24627,2019,DUNDEE CORP,,122.6807,6500,,,,6.921,679.762,59.549,,567.079,,644.976,,65
24638,2019,TRANSUNION,612,16154.607,7323,198.5,346.9,356.6,362.1,7113.2,3655.5,78.6,2245.4,,5994.9,2656.1,73
24658,2019,IDEANOMICS INC,11.026,128.0923,6200,1.816,-97.681,-96.828,2.229,126.944,12.862,9.126,34.819,0,72.86,44.566,62
24660,2019,JANONE INC,-12.431,5.6802,4953,0.212,-11.964,-11.964,4.076,29.034,0.85,3.832,10.341,,11.191,35.097,49
24672,2019,AB INTERNATIONAL GROUP CP,-0.443,48.22,7372,0.168,-0.405,-0.405,0.14,4.576,0,0,4.231,,4.231,0.434,73
24674,2019,THC BIOMED INTL LTD,-4.743,,2834,7.155,-12.699,-12.699,0.605,18.058,1.313,0.87,13.455,,14.768,1.49,28
24678,2019,HORACE MANN EDUCATORS CORP,258.357,1800.4511,6331,0,184.443,184.443,15.629,12478.704,685.524,260,1567.285,,2252.809,1404.791,63
24678,2019,HORACE MANN EDUCATORS CORP,,1800.4511,6331,,,,15.629,12478.704,685.524,260,1567.285,,2413.433,,63
24681,2019,FIRST TRUST TACTICAL BD,,,6722,,,,,,,,,,,,67
24683,2019,INVESCO MUNICIPAL TRUST,,,6726,,,,,,,,,,,,67
